"Position","Team","Foot","Experience","Experience_VFF","Video","Decision","RT"
"Fosvarsspiller","U13","Højre",8,3,"Pictures/Klip_15\Klip_15_1.mp4","highest free man",13.7176389000379
"Fosvarsspiller","U13","Højre",8,3,"Pictures/Klip_8\Klip_8_2.mp4","switch play",3.10183479997795
"Fosvarsspiller","U13","Højre",8,3,"Pictures/Klip_5\Klip_5_1.mp4","false switch play",6.84928339999169
"Fosvarsspiller","U13","Højre",8,3,"Pictures/Klip_12\Klip_12_2.mp4","switch play",3.85494190000463
"Fosvarsspiller","U13","Højre",8,3,"Pictures/Klip_82\Klip_82_4.mp4","pass it over",4.29900599992834
"Fosvarsspiller","U13","Højre",8,3,"Pictures/Klip_39\Klip_39_3.mp4","switch play",5.23537889996078
"Fosvarsspiller","U13","Højre",8,3,"Pictures/Klip_65\Klip_65_2.mp4","switch play",4.41899479995482
"Fosvarsspiller","U13","Højre",8,3,"Pictures/Klip_74\Klip_74_1.mp4","highest free man",8.03003210003953
"Fosvarsspiller","U13","Højre",8,3,"Pictures/Klip_86\Klip_86_3.mp4","switch play",5.00898709998
"Fosvarsspiller","U13","Højre",8,3,"Pictures/Klip_70\Klip_70_1.mp4","highest free man",7.03023659996688
"Fosvarsspiller","U13","Højre",8,3,"Pictures/Klip_21\Klip_21_2.mp4","link out",3.40486470004544
"Fosvarsspiller","U13","Højre",8,3,"Pictures/Klip_55\Klip_55_2.mp4","false highest free man",2.75490549998358
"Fosvarsspiller","U13","Højre",8,3,"Pictures/Klip_57\Klip_57_2.mp4","switch play",4.29044170002453
"Fosvarsspiller","U13","Højre",8,3,"Pictures/Klip_87\Klip_87_3.mp4","false highest free man",3.95689450006466
