"Position","Team","Foot","Experience","Experience_VFF","Video","Decision","RT"
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_27\Klip_27_1.mp4","highest free man2",3.75475459999871
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_32\Klip_32_3.mp4","false highest free man",8.08304489997681
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_71\Klip_71_3.mp4","switch play",7.89559079997707
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_60\Klip_60_3.mp4","switch play",8.80416000005789
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_82\Klip_82_4.mp4","pass it over",6.32094359991606
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_16\Klip_16_1.mp4","highest free man",8.68904620001558
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_90\Klip_90_4.mp4","false link out2",4.05055819998961
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_64\Klip_64_2.mp4","link out",11.537196499994
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_38\Klip_38_1.mp4","false link out",3.09142939990852
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_84\Klip_84_4.mp4","false switch play2",6.72590640000999
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_55\Klip_55_2.mp4","link out",3.70988910004962
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_62\Klip_62_2.mp4","switch play2",4.38288070005365
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_78\Klip_78_1.mp4","switch play ",5.20941869996022
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_86\Klip_86_3.mp4","switch play",4.99134900001809
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_58\Klip_58_3.mp4","switch play2",5.3864572000457
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_80\Klip_80_3.mp4","false link out2",7.53246089990716
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_24\Klip_24_2.mp4","switch play2",6.23402149998583
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_94\Klip_94_3.mp4","pass it over",11.2041944999946
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_6\Klip_6_1.mp4","link out",2.63462839997374
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_70\Klip_70_1.mp4","highest free man",2.71576859999914
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_28\Klip_28_3.mp4","switch play2",10.9095782999648
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_72\Klip_72_1.mp4","highest free man",4.15741899993736
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_17\Klip_17_2.mp4","pass it over",2.6268662000075
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_87\Klip_87_3.mp4","false highest free man",9.35951819992624
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_10\Klip_10_1.mp4","link out",1.86316540010739
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_91\Klip_91_3.mp4","switch play",2.2935989999678
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_21\Klip_21_2.mp4","pass it over",10.4937632000074
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_57\Klip_57_2.mp4","link out",7.87507479998749
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_81\Klip_81_4.mp4","false switch play",9.47681549994741
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_13\Klip_13_1.mp4","highest free man",3.19734429998789
"Fosvarsspiller","U17","Højre",9,4,"Pictures/Klip_65\Klip_65_2.mp4","link out",9.90708420006558
