"Position","Team","Foot","Experience","Experience_VFF","Video","Decision","RT"
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_13\Klip_13_1.mp4","highest free man2",7.60085389995947
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_21\Klip_21_2.mp4","switch play",7.69832040008623
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_39\Klip_39_3.mp4","switch play2",6.95460409997031
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_59\Klip_59_1.mp4","highest free man2",12.9724291000748
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_30\Klip_30_1.mp4","switch play",5.7258998999605
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_64\Klip_64_2.mp4","switch play",16.2717254000017
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_26\Klip_26_1.mp4","highest free man",5.59521399997175
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_85\Klip_85_4.mp4","pass it over",14.4366251999745
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_27\Klip_27_1.mp4","highest free man2",19.2412220999831
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_55\Klip_55_2.mp4","link out",18.8847419000231
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_88\Klip_88_4.mp4","false switch play",5.894281799905
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_80\Klip_80_3.mp4","switch play2",3.72511750005651
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_93\Klip_93_3.mp4","switch play",3.13191830005962
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_7\Klip_7_1.mp4","link out",3.96171689999755
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_78\Klip_78_1.mp4","link out",12.7698464000132
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_74\Klip_74_1.mp4","highest free man",4.56518639996648
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_16\Klip_16_1.mp4","switch play",3.73309019999579
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_82\Klip_82_4.mp4","pass it over",8.08891459996812
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_35\Klip_35_1.mp4","highest free man",4.33670570002869
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_22\Klip_22_1.mp4","switch play",2.58272100007161
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_69\Klip_69_2.mp4","false highest free man",13.2688902000664
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_90\Klip_90_4.mp4","false link out2",7.76013700000476
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_36\Klip_36_1.mp4","switch play",6.07066159998067
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_18\Klip_18_3.mp4","switch play",14.0952031998895
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_94\Klip_94_3.mp4","switch play",13.7192045999691
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_73\Klip_73_2.mp4","switch play2",4.19005430000834
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_81\Klip_81_4.mp4","pass it over",7.01197580003645
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_10\Klip_10_1.mp4","highest free man",3.20827329996973
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_6\Klip_6_1.mp4","link out",4.82440559996758
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_70\Klip_70_1.mp4","switch play ",1.92371409991756
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_66\Klip_66_1.mp4","highest free man",2.70013500005007
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_87\Klip_87_3.mp4","false switch play",5.16864670009818
"Fosvarsspiller","U13","Højre",6,1,"Pictures/Klip_33\Klip_33_1.mp4","highest free man",3.8495583999902
