"Position","Team","Foot","Experience","Experience_VFF","Video","Decision","RT"
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_30\Klip_30_1.mp4","switch play",5.7195566999726
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_5\Klip_5_1.mp4","highest free man",4.75086649996229
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_90\Klip_90_4.mp4","false link out2",9.04640599992126
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_12\Klip_12_2.mp4","switch play",12.6010502000572
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_55\Klip_55_2.mp4","false link out",11.1860134999733
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_24\Klip_24_2.mp4","switch play",7.18238789995667
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_77\Klip_77_2.mp4","link out2",7.07788200001232
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_86\Klip_86_3.mp4","switch play",5.52569769998081
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_18\Klip_18_3.mp4","switch play",16.6269326000474
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_69\Klip_69_2.mp4","switch play ",9.57182850001846
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_15\Klip_15_1.mp4","highest free man",8.2689737000037
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_70\Klip_70_1.mp4","highest free man",4.77080189995468
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_74\Klip_74_1.mp4","highest free man",3.44092109997291
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_66\Klip_66_1.mp4","highest free man",9.30326810001861
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_6\Klip_6_1.mp4","link out",12.2888280999614
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_72\Klip_72_1.mp4","switch play",14.6378875999944
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_39\Klip_39_3.mp4","switch play2",15.0090149000753
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_10\Klip_10_1.mp4","highest free man",4.16886979993433
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_43\Klip_43_2.mp4","link out",11.6260902000358
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_26\Klip_26_1.mp4","switch play",4.77695079997648
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_27\Klip_27_1.mp4","highest free man2",10.2095395000651
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_65\Klip_65_2.mp4","switch play",11.7551310999552
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_92\Klip_92_3.mp4","switch play",18.0698082000017
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_78\Klip_78_1.mp4","highest free man",10.2127521999646
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_93\Klip_93_3.mp4","switch play",5.4643840000499
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_38\Klip_38_1.mp4","highest free man2",11.9045274999226
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_35\Klip_35_1.mp4","highest free man",3.62841470004059
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_91\Klip_91_3.mp4","switch play2",5.91004779993091
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_21\Klip_21_2.mp4","switch play",15.4240242000669
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_13\Klip_13_1.mp4","highest free man2",3.07265959994402
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_17\Klip_17_2.mp4","link out",8.31243129994255
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_89\Klip_89_4.mp4","false switch play",14.1586522000143
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_83\Klip_83_4.mp4","false highest free man",2.26766030001454
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_45\Klip_45_3.mp4","switch play2",3.8610869999975
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_85\Klip_85_4.mp4","pass it over",3.19619829999283
"Fosvarsspiller","U19","Højre",14,2,"Pictures/Klip_87\Klip_87_3.mp4","switch play",12.6677138999803
