"Position","Team","Foot","Experience","Experience_VFF","Video","Decision","RT"
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_23\Klip_23_2.mp4","switch play2",1.82890919991769
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_74\Klip_74_1.mp4","highest free man",1.18853270006366
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_91\Klip_91_3.mp4","switch play",4.71049980004318
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_38\Klip_38_1.mp4","highest free man",3.36792250000872
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_89\Klip_89_4.mp4","false switch play",8.64035010000225
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_69\Klip_69_2.mp4","switch play",3.534894399927
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_32\Klip_32_3.mp4","false highest free man",3.7994060999481
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_39\Klip_39_3.mp4","switch play2",2.20725620002486
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_73\Klip_73_2.mp4","switch play",1.83234369999263
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_64\Klip_64_2.mp4","pass it over",5.01558899995871
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_16\Klip_16_1.mp4","link out",3.31266940000933
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_22\Klip_22_1.mp4","switch play",1.08748840005137
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_66\Klip_66_1.mp4","false link out",1.75610280002002
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_35\Klip_35_1.mp4","highest free man",1.24486570002045
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_58\Klip_58_3.mp4","switch play2",1.079143900075
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_17\Klip_17_2.mp4","pass it over",0.728040799964219
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_82\Klip_82_4.mp4","pass it over",1.92999099998269
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_6\Klip_6_1.mp4","switch play",2.03672199998982
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_72\Klip_72_1.mp4","switch play",1.62191270000767
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_45\Klip_45_3.mp4","switch play2",0.935834000003524
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_75\Klip_75_1.mp4","highest free man",0.924927499960177
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_55\Klip_55_2.mp4","link out",2.50447449996136
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_27\Klip_27_1.mp4","link out",2.90878130006604
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_78\Klip_78_1.mp4","switch play",2.25397909991443
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_21\Klip_21_2.mp4","switch play",2.39586500008591
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_13\Klip_13_1.mp4","highest free man2",1.08029489999171
"Fosvarsspiller","U19","Venstre",14,2,"Pictures/Klip_12\Klip_12_2.mp4","switch play",3.29715859994758
