"Position","Team","Foot","Experience","Experience_VFF","Video","Decision","RT"
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_73\Klip_73_2.mp4","switch play",4.18295830010902
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_64\Klip_64_2.mp4","link out",6.66779980005231
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_78\Klip_78_1.mp4","switch play ",15.3608086999739
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_58\Klip_58_3.mp4","switch play2",4.26401799998712
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_18\Klip_18_3.mp4","switch play",1.10016579995863
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_7\Klip_7_1.mp4","link out",1.30224119999912
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_26\Klip_26_1.mp4","switch play",2.05140400002711
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_10\Klip_10_1.mp4","link out",1.94869710004423
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_35\Klip_35_1.mp4","highest free man",2.48624860006385
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_88\Klip_88_4.mp4","pass it over",11.1726466000546
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_60\Klip_60_3.mp4","switch play2",2.83237970003393
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_33\Klip_33_1.mp4","highest free man",7.12944569997489
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_70\Klip_70_1.mp4","highest free man",1.12746259989217
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_71\Klip_71_3.mp4","switch play2",9.26798670005519
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_57\Klip_57_2.mp4","switch play2",4.21811450005043
"Fosvarsspiller","U17","Venstre",11,1,"Pictures/Klip_81\Klip_81_4.mp4","pass it over",3.41824909998104
